operator_id,total_calls,incoming_calls,outgoing_calls,missed_incoming_calls,avg_wait_time,avg_call_duration,avg_total_call_duration,incoming_missed_ratio
906076,25.0,24.0,1.0,0.0,49.2,107.64,156.84,0.0
906294,632.0,323.0,309.0,2.0,8.397151898734178,94.17879746835443,102.57594936708861,0.006191950464396285
906296,236.0,6.0,230.0,0.0,8.665254237288135,43.20338983050848,51.86864406779661,0.0
906392,80.0,19.0,61.0,7.0,10.7375,32.65,43.3875,0.3684210526315789
906394,616.0,41.0,575.0,0.0,8.926948051948052,109.06168831168831,117.98863636363636,0.0
906396,569.0,129.0,440.0,3.0,11.878734622144112,75.67486818980667,87.5536028119508,0.023255813953488372
906398,107.0,64.0,43.0,0.0,17.411214953271028,91.04672897196262,108.45794392523365,0.0
906400,606.0,144.0,462.0,5.0,12.209570957095709,65.27722772277228,77.48679867986799,0.034722222222222224
906402,24.0,7.0,17.0,0.0,18.125,74.625,92.75,0.0
906404,1272.0,599.0,673.0,7.0,20.263364779874212,117.73270440251572,137.99606918238993,0.011686143572621035
906406,2049.0,836.0,1213.0,3.0,17.35236700829673,75.00927281600781,92.36163982430453,0.0035885167464114833
906408,370.0,264.0,106.0,4.0,22.237837837837837,100.6108108108108,122.84864864864865,0.015151515151515152
906410,265.0,244.0,21.0,9.0,24.464150943396227,65.21132075471698,89.67547169811321,0.036885245901639344
906412,354.0,26.0,328.0,7.0,9.771186440677965,52.71468926553672,62.48587570621469,0.2692307692307692
906416,88.0,6.0,82.0,0.0,17.46590909090909,162.3409090909091,179.8068181818182,0.0
906418,9.0,5.0,4.0,0.0,15.11111111111111,49.44444444444444,64.55555555555556,0.0
906420,38.0,5.0,33.0,0.0,13.368421052631579,86.23684210526316,99.60526315789474,0.0
906680,385.0,215.0,170.0,2.0,27.205194805194804,53.88831168831169,81.0935064935065,0.009302325581395349
906866,655.0,0.0,655.0,0.0,15.970992366412213,34.52977099236641,50.50076335877863,
907174,2873.0,10.0,2863.0,0.0,16.137138879220327,45.645666550643924,61.782805429864254,0.0
907178,214.0,5.0,209.0,0.0,12.439252336448599,36.96261682242991,49.401869158878505,0.0
907180,87.0,0.0,87.0,0.0,11.298850574712644,55.91954022988506,67.2183908045977,
907182,339.0,72.0,267.0,0.0,7.1386430678466075,68.14749262536873,75.28613569321534,0.0
907224,387.0,51.0,336.0,0.0,12.188630490956072,89.06459948320413,101.2532299741602,0.0
907440,197.0,6.0,191.0,0.0,9.802030456852792,50.08121827411168,59.88324873096447,0.0
907442,93.0,0.0,93.0,0.0,16.70967741935484,37.913978494623656,54.623655913978496,
907502,263.0,263.0,0.0,2.0,20.026615969581748,49.98479087452471,70.01140684410646,0.0076045627376425855
907504,30.0,5.0,25.0,0.0,7.2,15.066666666666666,22.266666666666666,0.0
907618,1.0,1.0,0.0,0.0,35.0,39.0,74.0,0.0
907952,245.0,51.0,194.0,2.0,7.96734693877551,82.81224489795919,90.7795918367347,0.0392156862745098
907964,81.0,19.0,62.0,0.0,7.617283950617284,100.19753086419753,107.81481481481481,0.0
